author_decade,poetry_comments,poetry_name,author_name
两汉,"
匡机　　极运兮不中，来将屈兮困穷。　　余深愍兮惨怛，愿一列兮无从。　　乘日月兮上征，顾游心兮鄗酆。　　弥览兮九隅，彷徨兮兰宫。　　芷闾兮药房，奋摇兮众芳。　　菌阁兮蕙楼，观道兮从横。　　宝金兮委积，美玉兮盈堂。　　桂水兮潺湲，扬流兮洋洋。　　蓍蔡兮踊跃，孔鹤兮回翔。　　抚槛兮远望，念君兮不忘。　　怫郁兮莫陈，永怀兮内伤。
通路　　天门兮墬户，孰由兮贤者？　　无正兮溷厕，怀德兮何睹？　　假寐兮愍斯，谁可与兮寤语？　　痛凤兮远逝，畜鴳兮近处。　　鲸鱏兮幽潜，从虾兮游陼。　　乘虬兮登阳，载象兮上行。　　朝发兮葱岭，夕至兮明光。　　北饮兮飞泉，南采兮芝英。　　宣游兮列宿，顺极兮彷徉。　　红采兮骍衣，翠缥兮为裳。　　舒佩兮綝纚，竦余剑兮干将。　　腾蛇兮后从，飞駏兮步旁。　　微观兮玄圃，览察兮瑶光。　　启匮兮探筴，悲命兮相当。　　纫蕙兮永辞，将离兮所思。　　浮云兮容与，道余兮何之？　　远望兮仟眠，闻雷兮阗阗。　　阴忧兮感余，惆怅兮自怜。
危俊　　林不容兮鸣蜩，余何留兮中州？　　陶嘉月兮总驾，搴玉英兮自修。　　结荣茝兮逶逝，将去烝兮远游。　　径岱土兮魏阙，历九曲兮牵牛。　　聊假日兮相佯，遗光燿兮周流。　　望太一兮淹息，纡余辔兮自休。　　晞白日兮皎皎，弥远路兮悠悠。　　顾列孛兮缥缥，观幽云兮陈浮。　　钜宝迁兮砏磤，雉咸雊兮相求。　　泱莽莽兮究志，惧吾心兮懤懤。　　步余马兮飞柱，览可与兮匹俦。　　卒莫有兮纤介，永余思兮怞怞。
昭世　　世溷兮冥昏，违君兮归真。　　乘龙兮偃蹇，高回翔兮上臻。　　袭英衣兮缇[糹習]，披华裳兮芳芬。　　登羊角兮扶舆，浮云漠兮自娱。　　握神精兮雍容，与神人兮相胥。　　流星坠兮成雨，进瞵盼兮上丘墟。　　览旧邦兮滃郁，余安能兮久居。　　志怀逝兮心懰栗，纡余辔兮踌躇。　　闻素女兮微歌，听王后兮吹竽。　　魂悽怆兮感哀，肠回回兮盘纡。　　抚余佩兮缤纷，高太息兮自怜。　　使祝融兮先行，令昭明兮开门。　　驰六蛟兮上征，竦余驾兮入冥。　　历九州兮索合，谁可与兮终生。　　忽反顾兮西囿，睹轸丘兮崎倾。　　横垂涕兮泫流，悲余后兮失灵。
尊嘉　　季春兮阳阳，列草兮成行。　　余悲兮兰生，委积兮从横。　　江离兮遗捐，辛夷兮挤臧。　　伊思兮往古，亦多兮遭殃。　　伍胥兮浮江，屈子兮沉湘。　　运余兮念兹，心内兮怀伤。　　望淮兮沛沛，滨流兮则逝。　　榜舫兮下流，东注兮磕磕。　　蛟龙兮导引，文鱼兮上濑。　　抽蒲兮陈坐，援芙蕖兮为盖。　　水跃兮余旌，继以兮微蔡。　　云旗兮电骛，倏忽兮容裔。　　河伯兮开门，迎余兮欢欣。　　顾念兮旧都，怀恨兮艰难。　　窃哀兮浮萍，汎淫兮无根。
蓄英　　秋风兮萧萧，舒芳兮振条。　　微霜兮眇眇，病殀兮鸣蜩。　　玄鸟兮辞归，飞翔兮灵丘。　　望谿谷兮滃郁，熊罴兮呴嗥。　　唐虞兮不存，何故兮久留？　　临渊兮汪洋，顾林兮忽荒。　　修余兮袿衣，骑霓兮南上。　　乘云兮回回，亹亹兮自强。　　将息兮兰皋，失志兮悠悠。　　蒶蕴兮霉黧，思君兮无聊。　　身去兮意存，怆恨兮怀愁。
思忠　　登九灵兮游神，静女歌兮微晨。　　悲皇丘兮积葛，众体错兮交纷。　　贞枝抑兮枯槁，枉车登兮庆云。　　感余志兮惨栗，心怆怆兮自怜。　　驾玄螭兮北征，曏吾路兮葱岭。　　连五宿兮建旄，扬氛气兮为旌。　　历广漠兮驰骛，览中国兮冥冥。　　玄武步兮水母，与吾期兮南荣。　　登华盖兮乘阳，聊逍遥兮播光。　　抽库娄兮酌醴，援瓟瓜兮接粮。　　毕休息兮远逝，发玉軔兮西行。　　惟时俗兮疾正，弗可久兮此方。　　寤辟摽兮永思，心怫郁兮内伤。
陶壅　　览杳杳兮世惟，余惆怅兮何归。　　伤时俗兮溷乱，将奋翼兮高飞。　　驾八龙兮连蜷，建虹旌兮威夷。　　观中宇兮浩浩，纷翼翼兮上跻。　　浮溺水兮舒光，淹低佪兮京沶。　　屯余车兮索友，睹皇公兮问师。　　道莫贵兮归真，羡余术兮可夷。　　吾乃逝兮南娭，道幽路兮九疑。　　越炎火兮万里，过万首兮嶷嶷。　　济江海兮蝉蜕，绝北梁兮永辞。　　浮云郁兮昼昏，霾土忽兮塺々。　　息阳城兮广夏，衰色罔兮中怠。　　意晓阳兮燎寤，乃自诊兮在兹。　　思尧舜兮袭兴，幸咎繇兮获谋。　　悲九州兮靡君，抚轼叹兮作诗。
株昭　　悲哉于嗟兮，心内切磋。　　款冬而生兮，凋彼叶柯。　　瓦砾进宝兮，捐弃随和。　　铅刀厉御兮，顿弃太阿。　　骥垂两耳兮，中坂蹉跎。　　蹇驴服驾兮，无用日多。　　修洁处幽兮，贵宠沙劘。　　凤皇不翔兮，鹑鴳飞扬。　　乘虹骖蜺兮，载云变化。　　焦明开路兮，后属青蛇。　　步骤桂林兮，超骧卷阿。　　丘陵翔儛兮，谿谷悲歌。　　神章灵篇兮，赴曲相和。　　余私娱兹兮，孰哉复加。　　还顾世俗兮，坏败罔罗。　　卷佩将逝兮，涕流滂沲。　　乱曰：　　皇门开兮照下土，株秽除兮兰芷睹。　　四佞放兮後得禹，圣舜摄兮昭尧绪，　　孰能若兮原为辅。
",九怀,王褒
宋代,"
　　君讳平，字秉之，姓许氏。余尝谱其世家，所谓今泰州海陵县主簿者也。君既与兄元相友爱称天下，而自少卓荦不羁，善辩说，与其兄俱以智略为当世大人所器。宝元时，朝廷开方略之选，以招天下异能之士，而陕西大帅范文正公、郑文肃公争以君所为书以荐，于是得召试，为太庙斋郎，已而选泰州海陵县主簿。贵人多荐君有大才，可试以事，不宜弃之州县。君亦常慨然自许，欲有所为。然终不得一用其智能以卒。噫！其可哀也已。
　　士固有离世异俗，独行其意，骂讥、笑侮、困辱而不悔，彼皆无众人之求而有所待于后世者也，其龃龉固宜。若夫智谋功名之士，窥时俯仰以赴势物之会，而辄不遇者，乃亦不可胜数。辩足以移万物，而穷于用说之时；谋足以夺三军，而辱于右武之国，此又何说哉！嗟乎！彼有所待而不遇者，其知之矣。
　　君年五十九，以嘉祐某年某月某甲子葬真州之扬子县甘露乡某所之原。夫人李氏。子男瓌，不仕；璋，真州司户参军；琦，太庙斋郎；琳，进士。女子五人，已嫁二人，进士周奉先、泰州泰兴县令陶舜元。
　　铭曰：有拔而起之，莫挤而止之。呜呼许君！而已于斯，谁或使之？ 
",泰州海陵县主簿许君墓志铭,王安石
两汉,"
　　韩子曰：“儒以文乱法，而侠以武犯禁。”二者皆讥，而学士多称于世云。至如以术取宰相、卿、大夫，辅翼其世主，功名俱著于《春秋》，固无可言者。及若季次、原宪，闾巷人也，读书怀独行君子之德，义不苟合当世，当世亦笑之。故季次、原宪，终身空室蓬户，褐衣疏食不厌。死而已四百余年，而弟子志之不倦。今游侠，其行虽不轨于正义，然其言必信，其行必果，已诺必诚，不爱其躯，赴士之厄困，既已存亡死生矣，而不矜其能。羞伐其德。盖亦有足多者焉。
　　且缓急，人之所时有也。太史公曰：昔者虞舜窘于井廪，伊尹负于鼎俎，傅说匿于傅险，吕尚困于棘津，夷吾桎梏，百里饭牛，仲尼畏匡，菜色陈、蔡。此皆学士所谓有道仁人也，犹然遭此灾，况以中材而涉乱世之末流乎?其遇害何可胜道哉!鄙人有言曰：“何知仁义，已享其利者为有德。”故伯夷丑周，饿死首阳山，而文、武不以其故贬王；跖跻暴戾，其徒诵义无穷。由此观之，“窃钩者诛，窃国者侯；侯之门，仁义存。”非虚言也。今拘学或抱咫尺之义，久孤于世，岂若卑论侪俗，与世浮沉而取荣名哉!而布衣之徒，设取予然诺，千里诵义，为死不顾世。此亦有所长，非苟而已也。故士穷窘而得委命，此岂非人之所谓贤豪间者邪?诚使乡曲之侠，予季次、原宪比权量力，效功于当世，不同日而论矣。要以功见言信，侠客之义，又曷可少哉!
　　古布衣之侠，靡得而闻已。近世延陵、孟尝、春申、平原、信陵之徒，皆因王者亲属，藉于有土卿相之富厚，招天下贤者，显名诸侯，不可谓不贤者矣。比如顺风而呼，声非加疾，其势激也。至如闾巷之侠，修行砥名，声施于天下，莫不称贤，是为难耳!然儒、墨皆排摈不载。自秦以前，匹夫之侠，湮灭不见，余甚恨之。以余所闻，汉兴，有朱家、田仲、王公、剧孟、郭解之徒，虽时扞当世之文罔，然其私义，廉洁退让，有足称者。名不虚立，士不虚附。至如朋党宗强比周，设财役贫，豪暴侵凌孤弱，恣欲自快，游侠亦丑之。余悲世俗不察其意，而猥以朱家、郭解等，令与豪暴之徒同类而共笑之也。 
",游侠列传序,司马迁
先秦,"
　　晋献公之丧，秦穆公使人吊公子重耳，且曰：“寡人闻之，亡国恒于斯，得国恒于斯。虽吾子俨然在忧服之中，丧亦不可久也，时亦不可失也，孺子其图之！”
　　以告舅犯。舅犯曰：“孺子其辞焉。丧人无宝，仁亲以为宝。父死之谓何？又因以为利，而天下其孰能说之？孺子其辞焉！”公子重耳对客曰：“君惠吊亡臣重耳。身丧父死，不得与于哭泣之哀，以为君忧。父死之谓何？或敢有他志，以辱君义。”稽颡而不拜，哭而起，起而不私。
　　子显以致命于穆公。穆公曰：“仁夫公子重耳！夫稽颡而不拜，则未为后也，故不成拜。哭而起，则爱父也。起而不私，则远利也。” 
",公子重耳对秦客,佚名
先秦,"
　　十月，晋阴饴甥会秦伯，盟于王城。
　　秦伯曰：“晋国和乎？”对曰：“不和。小人耻失其君而悼丧其亲，不惮征缮以立圉也。曰：‘必报仇，宁事戎狄。’君子爱其君而知其罪，不惮征缮以待秦命。曰：‘必报德，有死无二。’以此不和。”秦伯曰：“国谓君何？”对曰：“小人戚，谓之不免；君子恕，以为必归。小人曰：‘我毒秦，秦岂归君？’君子曰：‘我知罪矣，秦必归君。贰而执之，服而舍之，德莫厚焉，刑莫威焉。服者怀德，贰者畏刑，此一役也，秦可以霸。纳而不定，废而不立，以德为怨，秦不其然。’”秦伯曰：“是吾心也。” 
　　改馆晋侯，馈七牢焉。
",阴饴甥对秦伯,左丘明
唐代,"
武帝爱神仙，烧金得紫烟。厩中皆肉马，不解上青天。
",马诗二十三首·其二十三,李贺
元代,"
南阜小亭台，薄有山花取次开。寄语多情熊少府；晴也须来，雨也须来。随意且衔杯，莫惜春衣坐绿苔。若待明朝风雨过，人在天涯！春在天涯。
",南乡一剪梅·招熊少府,虞集
宋代,"
记年时、人人何处，长亭曾共杯酒。酒阑归去行人远，折不尽长亭柳。渐白首。待把酒送君，恰又清明后。青条似旧，问江北江南，离愁如我，还更有人否。留不住，强把蔬盘瀹韭。行舟又报潮候。风急岸花飞尽也，一曲啼红满袖。春波皱。青草外、人间此恨年年有。留连握手。数人世相逢，百年欢笑，能得几回又。
",摸鱼儿·记年时人人何处,何梦桂
唐代,"
　　伯乐一过冀北之野，而马群遂空。夫冀北马多天下。伯乐虽善知马，安能空其郡邪？解之者曰：“吾所谓空，非无马也，无良马也。伯乐知马，遇其良，辄取之，群无留良焉。苟无良，虽谓无马，不为虚语矣。”
　　东都，固士大夫之冀北也。恃才能深藏而不市者，洛之北涯曰石生，其南涯曰温生。大夫乌公，以鈇钺镇河阳之三月，以石生为才，以礼为罗，罗而致之幕下。未数月也，以温生为才，于是以石生为媒，以礼为罗，又罗而致之幕下。东都虽信多才士，朝取一人焉，拔其尤；暮取一人焉，拔其尤。自居守河南尹，以及百司之执事，与吾辈二县之大夫，政有所不通，事有所可疑，奚所咨而处焉？士大夫之去位而巷处者，谁与嬉游？小子后生，于何考德而问业焉？缙绅之东西行过是都者，无所礼于其庐。若是而称曰：“大夫乌公一镇河阳，而东都处士之庐无人焉。”岂不可也？
　　夫南面而听天下，其所托重而恃力者，惟相与将耳。相为天子得人于朝廷，将为天子得文武士于幕下，求内外无治，不可得也。愈縻于兹，不能自引去，资二生以待老。今皆为有力者夺之，其何能无介然于怀邪?生既至，拜公于军门，其为吾以前所称，为天下贺；以后所称，为吾致私怨于尽取也。留守相公首为四韵诗歌其事，愈因推其意而序之。
",送温处士赴河阳军序,韩愈
清代,"
盼银河迢递，惊入夜，转清商。乍西园蝴蝶，轻翻麝粉，暗惹蜂黄。炎凉。等闲瞥眼，甚丝丝、点点搅柔肠。应是登临送客，别离滋味重尝。疑将。水墨画疏窗，孤影淡潇湘。倩一叶高梧，半条残烛，做尽商量。荷裳。被风暗剪，问今宵、谁与盖鸳鸯。从此羁愁万叠，梦回分付啼螀。
",木兰花慢·立秋夜雨送梁汾南行,纳兰性德
宋代,"
前年脍鲸东海上，白浪如山寄豪壮；去年射虎南山秋，夜归急雪满貂裘。今年摧颓最堪笑，华发苍颜羞自照。谁知得酒尚能狂，脱帽向人时大叫。逆胡未灭心未平，孤剑床头铿有声。破驿梦回灯欲死，打窗风雨正三更。
",三月十七日夜醉中作,陆游
宋代,"
绿槐烟柳长亭路，恨匆忙分离去。日永如年愁难度。高城回首，暮云遮尽，目断知何处？解鞍旅舍天将暮，暗忆丁宁千万句。一寸柔肠情几许？薄衾孤枕，梦回人静，侵晓潇潇雨。
",青玉案·绿槐烟柳长亭路,惠洪
清代,"
月挂中天夜色寒，清光皎皎影团团。诗人助兴常思玩，野客添愁不忍观。翡翠楼边悬玉镜，珍珠帘外挂冰盘。良宵何用烧银烛，晴彩辉煌映画栏。
",香菱咏月·其一,曹雪芹
元代,"
山光如淀，湖光如练，一步一个生绡面。叩逋仙，访坡仙， 拣西湖好处都游遍，管甚月明归路远。船，休放转；杯休放浅。
",西湖杂咏·春,薛昂夫
元代,"
梅花浑似真真面，留我倚阑杆。雪晴天气，松腰玉瘦，泉眼冰寒。兴亡遗恨，一丘黄土，千古青山。老僧同醉，残碑休打，宝剑羞看。
",人月圆·雪中游虎丘,张可久
宋代,"
自我来黄州，已过三寒食。年年欲惜春，春去不容惜。今年又苦雨，两月秋萧瑟。卧闻海棠花，泥污燕支雪。暗中偷负去，夜半真有力。何殊病少年，病起头已白。
春江欲入户，雨势来不已。小屋如渔舟，濛濛水云里。空庖煮寒菜，破灶烧湿苇。那知是寒食，但见乌衔纸。君门深九重，坟墓在万里。也拟哭途穷，死灰吹不起。
",寒食雨二首,苏轼
宋代,"
雨在时时黑，春归处处青。山深失小寺，湖尽得孤亭。
春着湖烟腻，晴摇野水光。草青仍过雨，山紫更斜阳。
",栖禅暮归书所见二首,唐庚
